TAIL_NUMBER,YEAR MANUFACTURED,MANUFACTURER,MODEL,NO-ENG,NO-SEATS
N689CA,2007,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N728SW,1999,BOEING                        ,737-7H4             ,2,140
N607SW,1995,BOEING                        ,737-3H4             ,2,149
N825MH,2000,BOEING                        ,767-432ER           ,2,300
N806NW,2004,AIRBUS                        ,A330-323            ,2,379
N786UA,1997,BOEING                        ,777-222             ,2,400
N657UA,1993,BOEING                        ,767-322             ,2,330
N707DN,2009,BOEING                        ,777-232LR           ,2,442
N78013,1999,BOEING                        ,777-224             ,2,400
N787UA,1997,BOEING                        ,777-222             ,2,400
N78017,2002,BOEING                        ,777-224             ,2,400
N745SW,1999,BOEING                        ,737-7H4             ,2,140
N976DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N200PQ,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N172DZ,1998,BOEING                        ,767-332             ,2,330
N518UA,1990,BOEING                        ,757-222             ,2,178
N848AS,1999,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N496CA,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N182DN,1992,BOEING                        ,767-332             ,2,330
N499WN,2005,BOEING                        ,737-7H4             ,2,140
N209UA,1999,BOEING                        ,777-222             ,2,400
N8657B,2015,BOEING                        ,737-8H4             ,2,140
N985AT,2001,BOEING                        ,717-200             ,2,100
N7710A,2005,BOEING                        ,737-76N             ,2,149
N651UA,1992,BOEING                        ,767-322             ,2,330
N37018,2002,BOEING                        ,777-224             ,2,400
N916US,2015,AIRBUS                        ,A321-231            ,2,379
N550AA,2003,GULFSTREAM AEROSPACE          ,GV-SP (G550)        ,2,20
N19951,2014,BOEING                        ,787-9               ,2,422
N670UA,    ,BOEING                        ,767-322             ,2,330
N378NW,2003,AIRBUS                        ,A320-211            ,2,182
N860DA,1999,BOEING                        ,777-232             ,2,400
N830MH,2000,BOEING                        ,767-432ER           ,2,300
N866DA,1999,BOEING                        ,777-232             ,2,400
N799UA,1998,BOEING                        ,777-222             ,2,400
N636NK,2015,AIRBUS                        ,A320-232            ,2,200
N836MH,2000,BOEING                        ,767-432ER           ,2,300
N204UA,1999,BOEING                        ,777-222             ,2,400
N919DN,1997,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N673US,1999,BOEING                        ,747-451             ,4,450
N844MH,2002,BOEING                        ,767-432ER           ,2,300
N495UA,2002,AIRBUS                        ,A320-232            ,2,200
N7731A,2006,BOEING                        ,737-76N             ,2,149
N841AS,1999,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N917US,2008,DIAMOND AIRCRAFT IND INC      ,DA 40               ,1,4
N178DZ,2000,BOEING                        ,767-332             ,2,330
N224UA,2001,BOEING                        ,777-222             ,2,400
N643SW,1997,BOEING                        ,737-3H4             ,2,149
N692CA,2006,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N179DN,1991,BOEING                        ,767-332             ,2,330
N646UA,1992,BOEING                        ,767-322             ,2,330
N391AA,1995,BOEING                        ,767-323             ,2,330
N8933B,2004,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N8658A,2015,BOEING                        ,737-8H4             ,2,140
N673UA,2000,BOEING                        ,767-322             ,2,330
N229UA,2002,BOEING                        ,777-222             ,2,400
N705TW,1997,BOEING                        ,757-231             ,2,178
N793UA,1997,BOEING                        ,777-222             ,2,400
N637NK,2015,AIRBUS                        ,A320-232            ,2,200
N447SW,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N593NW,2003,BOEING                        ,757-351             ,2,275
N814NW,2006,AIRBUS                        ,A330-323            ,2,379
N68061,2002,BOEING                        ,767-424ER           ,2,292
N855NW,2004,AIRBUS                        ,A330-223            ,3,379
N811NW,2005,AIRBUS                        ,A330-323            ,2,379
N7729A,2006,BOEING                        ,737-76N             ,2,149
N853NW,2004,AIRBUS                        ,A330-223            ,3,379
N394AA,2007,AVIAT AIRCRAFT INC            ,A-1B                ,1,2
N68834,2014,BOEING                        ,737-924ER           ,2,191
N215AG,2001,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N605SW,1995,BOEING                        ,737-3H4             ,2,149
N8932C,2004,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N817NW,2007,AIRBUS                        ,A330-323            ,2,379
N653UA,1992,BOEING                        ,767-322             ,2,330
N7725A,2006,BOEING                        ,737-76N             ,2,149
N832DN,2015,BOEING                        ,737-932ER           ,2,222
N130SY,2015,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N16981,1999,EMBRAER                       ,EMB-145LR           ,2,55
N854NW,2004,AIRBUS                        ,A330-223            ,3,379
N8968E,2004,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N863DA,1999,BOEING                        ,777-232             ,2,400
N979DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N923AT,2005,BOEING                        ,717-200             ,2,100
N777UA,1995,BOEING                        ,777-222             ,2,400
N188DN,1996,BOEING                        ,767-332             ,2,330
N812NW,2006,AIRBUS                        ,A330-323            ,2,379
N226UA,2002,BOEING                        ,777-222             ,2,400
N490HA,2000,BOEING                        ,717-200             ,2,100
N798UA,1998,BOEING                        ,777-222             ,2,400
N791UA,1997,BOEING                        ,777-222             ,2,400
N7717D,2005,BOEING                        ,737-76N             ,2,149
N946JB,2015,GULFSTREAM AEROSPACE          ,GVI (G650ER)        ,2,22
N127UA,1999,BOEING                        ,747-422             ,4,495
N709TW,1997,BOEING                        ,757-2Q8             ,2,178
N918US,2015,AIRBUS                        ,A321-231            ,2,379
N833DN,2015,BOEING                        ,737-932ER           ,2,222
N175DZ,1999,BOEING                        ,767-332             ,2,330
N819NW,2007,AIRBUS                        ,A330-323            ,2,379
N347AA,1985,SIKORSKY                      ,S-76A               ,2,14
N858NW,2006,AIRBUS                        ,A330-223            ,3,379
N704DK,2009,BOEING                        ,777-232LR           ,2,442
N221UA,2001,BOEING                        ,777-222             ,2,400
N834MH,2000,BOEING                        ,767-432ER           ,2,300
N807NW,2004,AIRBUS                        ,A330-323            ,2,379
N69840,2015,BOEING                        ,737-924ER           ,2,191
N78008,1999,BOEING                        ,777-224             ,2,400
N851NW,2004,AIRBUS INDUSTRIE              ,A330-223            ,2,379
N222UA,2001,BOEING                        ,777-222             ,2,400
N176DN,1990,BOEING                        ,767-332             ,2,330
N174DZ,1998,BOEING                        ,767-332             ,2,330
N537US,1996,BOEING                        ,757-251             ,2,178
N171DN,1990,BOEING                        ,767-332             ,2,330
N794UA,1997,BOEING                        ,777-222             ,2,400
N14120,1997,BOEING                        ,757-224             ,2,178
N8659D,2015,BOEING                        ,737-8H4             ,2,140
N66841,2015,BOEING                        ,737-924ER           ,2,191
N220UA,2001,BOEING                        ,777-222             ,2,400
N34131,1998,BOEING                        ,757-224             ,2,178
N186DN,1995,BOEING                        ,767-332             ,2,330
N132SY,2015,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N963AT,2001,BOEING                        ,717-200             ,2,100
N988AT,2001,BOEING                        ,717-200             ,2,100
N68842,2015,BOEING                        ,737-924ER           ,2,191
N16065,1999,BOEING                        ,767-332             ,2,330
N8660A,2015,BOEING                        ,737-8H4             ,2,140
N173DZ,1998,BOEING                        ,767-332             ,2,330
N131SY,2015,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N669UA,1999,BOEING                        ,767-322             ,2,330
N177DN,1991,BOEING                        ,767-332             ,2,330
N602XJ,2005,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N829MH,2000,BOEING                        ,767-432ER           ,2,300
N947JB,2015,AIRBUS                        ,A321-231            ,2,379
N638NK,2015,AIRBUS                        ,A320-232            ,2,200
N601XJ,2005,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N8661A,2015,BOEING                        ,737-8H4             ,2,140
N191DN,1997,BOEING                        ,767-332             ,2,330
N29124,1998,BOEING                        ,757-224             ,2,178
N771UA,1995,BOEING                        ,777-222             ,2,400
N831MH,2000,BOEING                        ,767-432ER           ,2,300
N813NW,    ,AIRBUS                        ,A330-323            ,2,379
N218UA,2001,BOEING                        ,777-222             ,2,400
N971DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N26952,2015,BOEING                        ,787-9               ,2,422
N68843,2015,BOEING                        ,737-924ER           ,2,191
N375HA,2015,AIRBUS                        ,A330-243            ,2,377
N792UA,1997,BOEING                        ,777-222             ,2,400
N993AT,2002,BOEING                        ,717-200             ,2,100
N216UA,2000,BOEING                        ,777-222             ,2,400
N919US,2015,AIRBUS                        ,A321-231            ,2,379
N558WN,2002,BOEING                        ,737-73V             ,2,149
N859NW,2006,AIRBUS                        ,A330-223            ,3,379
N206UA,1999,BOEING                        ,777-222             ,2,400
N479HA,2001,BOEING                        ,717-200             ,2,100
N687JS,2004,EMBRAER                       ,EMB-145LR           ,2,55
N685AE,2004,EMBRAER                       ,EMB-145LR           ,2,55
N172DN,1990,BOEING                        ,767-332             ,2,330
N673AE,2004,EMBRAER                       ,EMB-145LR           ,2,55
N974AT,2002,BOEING                        ,717-200             ,2,100
N134SY,2015,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N920US,2015,AIRBUS                        ,A321-231            ,2,379
N64844,2015,BOEING                        ,737-924ER           ,2,191
N133SY,2015,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N818NW,2007,AIRBUS                        ,A330-323            ,2,379
N796UA,1998,BOEING                        ,777-222             ,2,400
N563WN,2002,BOEING                        ,737-752             ,2,149
N74007,1999,BOEING                        ,777-224             ,2,400
N639NK,2015,AIRBUS                        ,A320-232            ,2,200
N154DL,1991,BOEING                        ,767-3P6             ,2,290
N174UA,1990,BOEING                        ,747-422             ,4,495
